Keyword,Category,URL,Title,Date Published,Date of Implementation,Summary,Text,Relevant,Private/public
Karabakh Movement,N/A,http://www.panarmenian.net/eng/politics/details/42603/,Azerbaijan and Georgia are more afraid of the independence of Kosovo than Serbia is.,11/20/07,"Azerbaijan, Georgia",,"The World Community has several key viewpoints, which impede Baku's efforts of ""liberating their lands"".

The leader of the winning Democratic Party in the parliamentary elections in Kosovo Hashim Tachi announced that right after December 10 the authorities of the country will proclaim its independence. The announcement made by Tachi evoked the predictable reaction of the EU, as one of the members of the international ""three"" on identifying the status of Kosovo, which replaced the UNO after the failure of the Ahtisaari plan. The truth is that at present moment the UNO is too concentrated on the Near East, to really take an interest in the Balkans and that's why is willing to solve this problem as soon as possible.
November 20, 2007
PanARMENIAN.Net - The Ministers of Foreign Affairs of the EU Member States call upon the Kosovo Albanians to refrain from one-sided declaration of independence, whereas Washington promises to recognize the independence of the country already in January. Russia's viewpoint is clear; it is against the separation from Serbia and suggests ""wide autonomy"" instead. Practically the world found itself in a diplomatic deadlock, which is fraught with inner tensions in the Balkans. The truth is that the EU special representative for the South Caucasus Peter Semneby is more optimistic about things. ""I hope that the declaration of independence of Kosovo will not become a destabilizing factor in the Balkans,"" he said also adding that in this case the disposition of the EU depends on the fact that the Kosovo problem is a special case. ""Every conflict has its own history, its specific character and every conflict needs an individual approach, respecting the international law. The resolution of the Kosovo problem must not have any influence on the resolution of other conflicts but perhaps it is inevitable that Kosovo will give birth to hopes or apprehensions for other unsolved problems. Nevertheless, the EU is always for the resolution of any kind of conflict exceptionally from point of view of international law,"" emphasized the Finnish diplomat. In his turn the Minister for Foreign Affairs of Sweden Carl Bildt announced that Hashim Tachi must understand the difference between the announcements made by an oppositional politician and by responsible political figures. 

Several years ago Carl Bildt was the active mediator in the negotiations held over the issue of the status of Kosovo, which he called ""the most sensitive region in Europe, where any abrupt movement may be fatal"". The EU representatives and the UN Administration in Kosovo say that Tachi most probably will put the declaration of independence off till a more suitable period, to achieve a maximum support abroad. ""Tachi will take an advantageous position, but he will do nothing unless Washington and the EU key Member States give him the permission. He very carefully follows America's advice. And they choose mid January,"" quotes the British The Guardian the words of a UN official, working in the capital of Kosovo Pristina. ",no,N/A
Karabakh Movement,N/A,http://www.panarmenian.net/eng/politics/news/6689/,TERRITORY DEMINING PROCEEDS IN NKR,3/7/01,Nagorno Karabakh,,"The governmental commission of Nagorno Karabakh Republic on problems of mines has worked out a complex program for NKR territory demining. The program is estimated 3.8 million dollars, the correspondent of Mediamax reports from Stepanakert.

According to the chairman of the commission, Mels Hakobjanian, more than 15 thousand hectares of land, a third of which are arable lands, are demined in NKR.

Considering the urgency of the question, a Working group on mines problem has been set up in the republic. The group includes the heads of the governmental commission and of Karabakh committee of International movement for anti-infantry mines prohibition, as well as representatives of such international NGOs as HALO Trust and IRCC.

6206 various military loads and mines, including 89 anti-tank and 35 anti-infantry mines were rendered harmless last year by common efforts. --0--",no,N/A
Karabakh Movement,N/A,http://www.panarmenian.net/eng/world/news/27132/,Armenia being tempted into Nabucco in exchange for more flexible position on Karabakh?,10/2/08,N/A,,"Economics may hold the key to breaking the stalemate in the Nagorno Karabakh peace process. Turkish and Azerbaijani officials reportedly are seriously mulling the possibility of Armenian participation in the long-planned Nabucco pipeline project as part of a comprehensive Karabakh peace pact, EurasiaNet reports.



Turkey is leading efforts to energize the Karabakh peace process. Turkish, Armenian and Azerbaijani officials met in New York on September 26 to discuss the Karabakh issue and other security matters. That meeting kindled hopes that a settlement could be achieved by the end of 2008.



Although details of the recent discussions have been scarce, some experts believe that the three sides have probed a possible bargain under which Armenia would become part of the Nabucco pipeline plans, in return for a greater degree of flexibility concerning Yerevan's position on Karabakh.



Yerevan's willingness to modify its long-standing demand for Karabakh independence would appear to be the key as to whether this latest push for Karabakh peace can be successful. Azerbaijani officials seem willing to work with Armenia on the Nabucco project, if Yerevan shows sufficient flexibility on Karabakh. ""Of course, Azerbaijan has set political conditionality related to the Karabakh conflict on this [Nabucco] issue,"" Elhan Shahinoglu, the director of the Baku-based Atlas center for political research, said.



Turkish analyst Sinan Ogan, the chair of the Ankara-based TURKSAM think tank, said that the topic of Armenia's participation in the Nabucco project came up during US Vice President Dick Cheney's recent, controversial visit to Baku. ""There are serious plans to involve Armenia in this project. Turkey and Azerbaijan were against this idea at first, but now Armenia's participation seems realistic,"" Ogan said in comments broadcast September 19 on Voice of America radio.



Initial indicators are that the three sides did not make significant headway on the Karabakh issue during the September 26 meeting in New York. On September 28, Armenian President Serzh Sargsyan flatly admitted that 'there are no concrete results yet,"" according to a report distributed by the RIA-Novosti news agency.
",no,N/A
Karabakh Movement,N/A,http://www.panarmenian.net/eng/news/132120/,Artsakh FM urges UN to assist in Stepanakert airport rehabilitation,11/12/12,"Nagorno Karabakh, World",,"The letter of Foreign Minister of Artsakh Republic Karen Mirzoyan was circulated as a document of the General Assembly and Security Council in the United Nations Organization.
According to the letter Azerbaijan has launched a fraudulent campaign aimed at misleading the international community and justifying its policy of using force or threat of force against the people of Nagorno Karabakh.
“The rehabilitation of the Stepanakert airport is the sovereign right of the NKR and pursues solely civilian and humanitarian objectives, including realization of such a basic human right as freedom of movement. Freedom of movement of the civilian population of the NKR alongside with other human rights outlined in the Universal Declaration of Human Rights and other core international instruments have already been continuously and vehemently undermined by the ongoing Azerbaijani blockade. This stance of Azerbaijan is a clear manifestation of its upright disregard for human rights and fundamental freedoms as a continuation of its policy of collective punishment of civilian population,” NKR Foreign Minister’s letter reads.
“The threats of Azerbaijan to shoot down civil aircrafts in particular, violates the provisions of the Chicago Convention on International Civil Aviation and runs counter to the commitments undertaken in the framework of the negotiation process mediated by the OSCE Minsk Group Co-Chair states, to reject any threat or use of force against civil aircraft, pursue the matter through diplomatic steps, and refrain from politicizing the issue.
Such threats, along with the statements on the highest level declaring all Armenians of the world as enemy number one of Azerbaijan are a vivid example of the long-established anti-Armenian hysteria and xenophobia of the Azeri state policy. The pardon and nationwide glorification of Ramil Safarov, Azerbaijani officer, who was convicted to the life imprisonment in Hungary for perpetuating brutal hate crime, a manslaughter, is the most shocking yet just recent manifestation of this policy. In this context, my Government considers the steps taken by the Government of the Republic of Azerbaijan, in particular declarations on undertaking “all necessary measures” in order to prevent the functioning of the Stepanakert Airport along with previous threats to shoot down civil planes as irresponsible and politically charged actions,” the letter ran.
Minister Mirzoyan called upon the UN Secretary General, the UN and its specialized agencies, as well as all peace-loving Member States to assist in the rehabilitation of the Stepanakert airport to ensure that the people of the Nagorno Karabakh Republic are able to exercise their basic human rights and fundamental freedoms.
The NKR Foreign Minister expressed strong belief that the rehabilitation of the Stepanakert airport will contribute to the realization of aims and objectives of the Convention on International Civil Aviation and may also serve as a confidence building measure contributing towards progress in the negotiation process under the auspices of the OSCE Minsk Group Co-Chairs.",no,N/A
Karabakh Movement,N/A,http://www.panarmenian.net/eng/politics/news/39471/,Normalization of Armenia-Turkey relations conventionally frozen,11/20/12,N/A,,"The process of normalization of Armenian-Turkish relations has conventionally ""frozen"", Aleq Enigomshyan, Director of the ""Monte Melkonyan"" Foundation told a roundtable on ""Current Situation of the Armenian-Turkish Conflict"", initiated by the ""Sardarapat"" movement in Yerevan. 



""Apparently, signed protocols on normalization of Armenia-Turkey relations will not take effect until Armenia makes concessions in Nagorno-Karabakh conflict talks. This was repeatedly stated by senior Turkish officials, Aleq Enigomshyan said. He added that Armenia expects serious progress ""in the Karabakh front"". 



Representative of the ""Sardarapat"" movement Jirair Sefilian announced today that the real problem is that the Armenian leadership is trying to show that the majority of citizens support the signed protocols, while, according to Mr. Serfilian, they do not.



""We must mobilize all forces to ensure that the people expressed their real position in respect to normalization of Armenia-Turkey relations,"" he said. 



 According to a member of the ""Sardarapat"" organizing committee Tigran Khzmalyan , Armenia has a chance to analyze the current situation. ""The ruling elite of Armenia should make this process to served our national interests,"" Tigran Khzmalyan said. ",no,N/A
Pension,N/A,http://www.panarmenian.net/eng/news/191439/,Over 200 injured as Brazilian teachers clash with police,4/30/15,Brazil,,"More than 200 people are reported to have been injured in clashes between police and teachers protesting in the Brazilian city of Curitiba, according to BBC New.
Police fired rubber bullets and stun grenades at demonstrators in the southern city on Wednesday, April 29.
Officers said they had been forced to act when a group of protestors tried to break through police lines around the state legislative assembly.
The teachers were protesting against proposed changes to their pension.
Curitiba city officials said 213 people had been injured. The emergency services reported that eight were in a serious condition in hospital.
Writing on Twitter, Curitiba Mayor Gustavo Fruet said the scene resembled ""a war zone"".
However, the government of Parana state put the number of injured protesters much lower. It said 40 protesters and 22 police officers were hurt.
The organizers of the protests said 20,000 people attended the march, but there has been no independent confirmation of those number.
The teachers were trying to prevent members of the state assembly from voting on a proposal which would move their state pensions to a different fund.
The teachers are worried the new fund will not be as secure and have repeatedly gone on strike in an attempt to prevent it.
The vote went ahead on Wednesday with thee state assembly approving the changes.",no,N/A
Pension,H,http://www.panarmenian.net/eng/news/177631/,Armenian Prime Minister resigns,4/3/14,Armenia,,"Armenian Prime Minister Tigran Sargsyan has resigned, vice speaker of the Armenian National Assembly Eduard Sharmazanov said upon completion of the meeting of the ruling Republican Party of Armenia.
Sharmazanov said Sargsyan submitted resignation a month ago, however the President insisted that the PM should not leave the post unless the Constitutional Court rules on the controversial pension reform, according to Novosti Armenia.
In a Facebook post, Sargsyan said it was a well-considered decision while Sharmazanov said personal issues were involved as well.
Armenia's Constitutional Court declared controversial clauses to the law on cumulative pensions invalid on April 2. At a hearing on Wednesday, the court ruled that provisions imposing mandatory cumulative pension system are at conflict with the country's basic law. The court decision noted that the law fails to indicate requirements for those with minimum salaries of AMD 45000, with every citizen entitled to a salary no lower than a minimum one. According to the Constitutional Court, the government and parliament must protect the citizens’ right to ownership. The disputed provisions, which went into effect on January 1, obligated all employed citizens under 40 to allocate 5% of their monthly salaries to cumulative accounts, with the government to add another 5%.
Tigran Sargsyan has been a Prime Minister since April 9, 2008.
From 1998 to 2008 he served as the chairman of the Central Bank of Armenia.",yes,public
Pension,N/A,http://www.panarmenian.net/eng/news/241583/,Cézanne masterpiece to lead “Actual Size” sale,6/9/17,UK,,"At the turn of the century, Paul Cézanne’s revolutionary works began the process of the fragmentation of reality in art that opened the door to modernism. Returning to a subject that had captivated him since the 1860s, the artist used the classical subject of bathers from the grand French tradition as a compositional tool for a completely new and free aesthetic. The masterful use of translucent patches of watercolour renders the human figures almost weightless – the nudes are fully embraced by nature. Adding to the rarity of the richly-composed and vibrant artwork, the triangular composition reveals a view of Montagne Sainte-Victoire. Thus, in such a small scale, Cézanne is able to perfectly capture the most important subjects and ideas that formed his artistic legacy. A generation of artists saw a new world of possibility in his innovative use of space and light and, in just a few square inches, the very DNA of Picasso’s inspiration for Cubism and his iconic Les Demoiselles d'Avignon can be found. Dating from the last period of his life, and appearing at auction for the first time in almost three decades, Baigneuses, La Montagne Sainte-Victoire au fond is estimated to bring £4 – 6 million as the cover-lot of Sotheby’s inaugural Actual Size sale on 21 June, Art Daily reports.
The illustrious provenance of this work further underpins its quality and desirability, having been included in two of the greatest single owner sales in Sotheby’s 273-year history. Its story began in the collection of Cézanne’s son, also named Paul, and found its way into the legendary collection of German industrialist Robert von Hirsch – who had assembled one of the world’s most significant collections encompassing Impressionist and Modern paintings, alongside Old Master and Medieval works of art. In June 1978, a series of seven sales of von Hirsch’s collection at Sotheby’s made history – with the extraordinary total making front-page news on most English newspapers – to this day it is considered to be one of the most successful auctions ever. It was in this sale that the work was bought by the British Rail Pension Fund for £140,000 ($259,000). In the mid-1970s, the British Rail Pension Fund made the bold decision to invest in art – perplexing their pensioners and stunning fund managers. The Impressionist collection formed 10% of the total amount and proved the strategy successful in April 1989 when twenty-five works acquired for £3.4 million sold at Sotheby’s for a combined total of £35.2 million.
A masterpiece in its own right, this work also relates closely to one of the three late Grandes baigneuses that Cézanne was working on at the time of his death, now in the Philadelphia Museum of Art. Cézanne’s watercolours and drawings will be the subject of an extensive exhibition at the Kunstmuseum Basel from June until September 2017.
In June this year, to coincide with its flagship sales in London, Sotheby’s will stage a deceptively ‘small’ sale. Bringing together a range of works from across the 20th and 21st centuries, with occasional surprises from earlier moments, this first-of-its-kind sale will include a broad mix of exceptional paintings, sculptures and works on paper which share one common characteristic – each one will be no bigger than the size of the catalogue page on which it is illustrated, in ‘Actual Size’.
Thomas Bompard, Head of Sotheby’s London Impressionist & Modern Art Evening Sales and Curator of Actual Size, said: “At just five by eight inches, this show-stopping watercolour has all the power and grandeur of a great Renaissance fresco. All of Cézanne's genius is right here: like a magician, he conjures form from nothing more than light and colour; and in this rare moment he brings together the two subjects he held dearest. It's a major tour de force on a miniature scale. It's the father of modernism at his best. And for many reasons, the perfect cover lot for Actual Size”.",no,N/A
Pension,A,http://www.panarmenian.net/eng/economy/news/55571/,Bagrat Asatryan: Armenia’s citizens will not become happier by end of 2011,10/21/10,Armenia,,"Former chairman of the Central Bank of Armenia Bagrat Asatryan said that the 2011 state budget of Armenia is not the best one in the country’s history.
“Armenia’s citizens will not become happier by the end of 2011, while those people, who cannot live with our reality, will leave the country, as the Motherland cannot create favorable life conditions for them,” said Asatryan.
According to him, under the 2011 budget, 14.5% and 42.4% drop will be recorded in the educational and agricultural expenditures respectively. Besides, only 7.7% growth is envisaged in the social expenditures, while inflation already amounted to 7.8% during the first nine months of 2010.
Asatryan also believes that the pension reforms have been failed in Armenia. “It had been decided to adopt all relevant laws in 2010, with voluntary and compulsory pension systems to start operating from 2011. However, as a result of discussions, the compulsory system was postponed for three years, i.e. the radical reforms have been postponed, as our government is unable to solve serious tasks,” concluded Asatryan.",yes,public
Pension,N/A,http://www.panarmenian.net/eng/news/176747/,Areximbank-Gazprombank Group to boost ties with VISA payment system,3/12/14,Armenia,,"Areximbank-Gazprombank Group CJSC will continue active cooperation with VISA international payment system, the bank’s deputy general director said.
According to Ruben Khachatryan, since 2002, Areximbank has issued over 102000 VISA cards.
""Only in 2013, the bank issued 12000 VISA cards, with the card-related turnover at non-Arexmibank ATMs totaling 25%, up from the 2012 results, while the turnover at the bank's ATMs grossed 23% against last year's results.
The sector of payment cards service points is also showing active improvement, with 78 ATMs, 30 cash points, 249 trade terminals and 26 virtual terminals established as of Dec 12, 2013,"" the bank's official said.
At present, Areximbank-Gazprombank Group CJSC is among Armenian banking system leaders in card business sector. The bank offers a range of modern technologies including e-bank system, Telecard system which allows a card holder to track account balances via text messages, card-to-card transfers, internet acquiring, among others.
Areximbank-Gazprombank Group CJSC is the principal member of VISA and MasterCard international payment systems, a member of ARCA local payment system. The bank emits VISA Electron, VISA Classic, VISA Gold, VISA Business, Maestro, MasterCard Standard and MasterCard Gold cards as well as 2 products of the ARCA system: Сlassic and ARCA pension cards.",no,N/A
Pension,N/A,http://www.panarmenian.net/eng/news/184142/,Qatar set to conclude one of biggest property deals in UK history,10/29/14,Qatar,,"Qatar’s sovereign wealth fund looks set to conclude one of the biggest property deals in UK history: the purchase of HSBC’s headquarters in London’s Docklands for $1.8bn, Global Construction Review reports.
The Qatari Investment Authority (QIA) has been in competition with two Chinese insurance companies, Ping An and China Life, to buy the 656ft tower, which is London’s largest office building, from South Korea’s National Pension Service (NPS).
The tower has made – and lost – considerable sums for its owners in recent years.
In 2009 NPS bought it from HSBC for $1.3bn, which means that, on paper at least, the Korean firm has realized a profit of $500mln in only five years.
HSBC took the building over in 2008 after its owner, the Spanish property company Metrovacesa was hit by the financial crash. Metrovacesa bought it for $1.76bn in 2006.
HSBC has a 13-year lease on the building and an agreement that links rent increases to the UK retail prices index.
The deal is the third largest in the UK in recent years, behind Blackstone’s sale of 50% of the City of London’s Broadgate complex to Singapore’s sovereign wealth fund for $2.7bn, and Armenian billionaire Dikran Izmirlian’s sale of More London to St Martin, a state-owned Kuwaiti property company, for about the same amount.
The QIA already owns a number of London landmarks, including Harrods department store, the London Stock Exchange and the Shard tower at London Bridge.
The fate of the HSBC tower, which was designed by Foster + Partners and completed in 2002, contrasts sharply with the Gherkin tower in the City of London, which was designed by the same firm and built in 2004.
The owners of the Gherkin (its proper name is 30 St Mary Axe), IVG Immobilien, called in the receivers in April after it defaulted on bank loans.
The German company had bought the tower at the height of the property boom using a loan denominated in Swiss francs that appreciated by 60%.
The success of the HSBC sale is being seen as a sign that investors have regained their appetite for commercial property risk in London.",no,N/A
Pension,N/A,http://www.panarmenian.net/eng/news/179734/,Non-coalition forces issue demands to government,6/10/14,Armenia,,"Four non-coalition forces – ARF Dashnaktsutyun, Prosperous Armenia, Armenian National Congress and Heritage announced a statement of 12 demands on domestic policies, government’s activities, among other issues, Tert.am reported.
The demands included abolition of funded pension contributions; return of previously paid funds; boosting agricultural production; relaunch of Nairit nuke plant and paying salaries to employees; elimination of monopolies; introduction of a 100% proportional electoral system; non-adoption of documents posing a threat to the Nagorno Karabakh Republic.
The four forces held a signing ceremony and stated their intention to hold a “republican rally” to sum up the work.
Armenian National Congress (ANC) party member Levon Zurabyan noted that in drafting the document some of the forces spoke for prompt measures, while others favored gradual steps.
“But we are all concerned over the fate of the country. So the forces with different strategic ideas have to join efforts in involving the people in this program,” Zurabyan said.
According to him, this issue was high on the agenda before the demand for the government’s resignation, which the authorities prevented by the government’s resignation.",no,N/A
Pension,A,http://www.panarmenian.net/eng/society/news/41127/,Pension payments not to be delayed on account of extended holidays,12/29/09,Armenia,,"Pension payments in Armenia will not be delayed on account of New Year holidays which will last till January 11, according Minister of Finance Tigran Davtyan. 



""We have reached an agreement with Armenia's President and Prime Minister, as well as relevant subdivisions. I am also thankful to our partners who agreed to work beginning January 4-5 to distribute pensions,"" he told a news conference in Yerevan.



At that, he noted that Ministry has enough financial resources to pay 530 thousand pensioners their pensions in due time.



In a session convened on December 3, Armenian government introduced amendments to the RA law on ""Holidays and Commemorative Dates"", extending New Year Holidays till January 10, 2010.",yes,public
Pension,N/A,http://www.panarmenian.net/eng/news/234210/,S. Korea's Park colluded with friend to receive Samsung bribe: prosecutor,3/6/17,South Korea,,"South Korea's President Park Geun-hye colluded with her friend Choi Soon-sil to receive bribes from Samsung Group aimed at cementing Samsung Chief Jay Y. Lee's control of the company, a special prosecutor said in a statement on Monday, March 6, Reuters reports.
In a statement detailing the findings of its investigation, the special prosecutor's office said the National Pension Service voted in favor of a merger of two Samsung Group affiliates in 2015, despite anticipating a 138.8 billion won ($119.87 million) loss.
""Samsung Group vice chairman Lee Jae-yong colluded with others including the corporate strategy office chief Choi Gee-sung to bribe the president and Choi Soon-sil with an aim to receive support for his succession by embezzling corporate funds,"" special prosecutor Park Young-soo told a televised news conference, referring to the Samsung chief's Korean name.
Park, Choi and Lee have all denied wrongdoing. Samsung Group did not immediately have comment, but has in the past denied it ever paid bribes or sought improper favors from Park.
The investigation looked into an influence-peddling scandal involving Park, who was impeached by parliament in December after accusations she had colluded with her long-time friend Choi to pressure big businesses to donate to two foundations set up to back the president's policy initiatives.
The 65-year-old daughter of a former military strongman has had her powers suspended. The Constitutional Court will rule on whether to uphold parliament's December impeachment of Park. The court is expected to hand down its decision sometime in March.
Should it uphold the impeachment, Park would become the country's first democratically elected president to be thrown out of office and spark an election in Asia's fourth-largest economy.
Lee, a third-generation leader of the Samsung tech giant ""chaebol"", and four other executives, were last week charged with bribery and embezzlement over the corruption scandal.
Lee is accused of pledging 43 billion Korean won ($37.19 million) in bribes to a company and organizations backed by Park's confidant Choi to curry favor and cement his control of the conglomerate.
Based on the main charges levied against Lee, he could face up to 20 years in prison if convicted.",no,N/A
Pension,A,http://www.panarmenian.net/eng/society/news/50561/,Some citizens of Armenia do not trust pension reforms,6/26/10,Armenia,,"Member of the Republican Party of Armenia parliamentary group, Chairman of the RA NA Committee on Social Affairs Hakob Hakobyan said that the National Assembly adopted in the first reading a legislative package on State Benefits. It consists of 5 basic laws and 47 amendments to laws, Hakobyan told a press conference on June 26.
The transfer to the funded pension scheme foresees 5% deduction from citizens’ salary, while another 5% will be added by the state. These sums will be sent to different funds, which will add interest rates to them.
80% of the sums deposited by citizens will be guaranteed by the state, while 20% - by the funds receiving the sums.
Member of Heritage parliamentary group Anahit Bakhshyan does not trust the reform. According to her, it will be difficult to control the entire process.
However, Hakob Hakobyan believes that the process will be transparent and any citizen will have the opportunity to follow it online – to see which fund received his/her sum and change the fund, if necessary.",yes,public
Military Equipment,N/A,http://www.panarmenian.net/eng/news/112226/,Saudi seeks to purchase more battle tanks from Germany – paper,6/17/12,Saudi Arabia,,"Saudi Arabia wants to buy 600 to 800 Leopard battle tanks from Germany, at least twice the number previously expected, a German newspaper reported on Sunday, June 17, according to Reuters.
A deal for around 300 tanks was about to be signed, Bild am Sonntag newspaper said in a report sent to Reuters ahead of publication.
The newspaper said that while there was opposition to the deal in Germany's Chancellery, Foreign Ministry and Defense Ministry, there was support for it within the Economy Ministry.
""The Saudi order could secure the future of German tank-makers Krauss-Maffei Wegman and Rheinmetall, which urgently need new markets because of the restructuring of the German army,"" said Bild am Sonntag.
A German government spokeswoman declined to comment.
Last year, Germany denied reports that it had agreed to export 270 Leopard tanks to Saudi Arabia. Exports of military equipment cannot be officially acknowledged as they are confidential and disclosure is punishable by a fine or jail.
Opposition lawmakers heaped pressure on Chancellor Angela Merkel's government after reports it had cut a secret deal to sell the tanks, saying it contravened the country's export guidelines for military hardware.
Arms exports are a sensitive issue in Germany given its Nazi past as well as the role arms makers like Krupp played in feeding 19th and 20th century wars with exports to both sides of conflicts.
Germany has refrained from exporting heavy weapons to Gulf states in the past, given its close relationship with Israel and more recently because of the so-called Arab Spring.
Citing industry sources, Bild am Sonntag said Saudi Arabia wanted to sign the deal by July 20, when the Ramadan festival starts.
Spanish firm General Dynamic/Santa Barbara would produce the tanks under license by the German firms, the newspaper said.",no,N/A
Military Equipment,N/A,http://www.panarmenian.net/eng/world/news/25881/,In case of war Azerbaijan will render Georgia at least diplomatic assistance,5/6/08,"Azerbaijan, Georgia",,"There is no real confirmation that weapons and mujahids will be transported from Kabul to Georgia via Azerbaijan, a Russian expert said.



""Azerbaijan and Georgia are close in their positions, since they collaborate within GUAM and implement joint economic (Kars-Akhalkalaki-Tbilisi railroad) and military projects. To what extent is Azerbaijan ready to get involved in the conflict? Appearance of the Afghan factor will play into the hands of the incumbent leadership's rivals,"" head of the interethnic relations department at Moscow's Institute of Political and Military Analysis Sergei Markedonov told a PanARMENIAN.Net reporter. 



""Nevertheless, Azerbaijan will render Georgia at least diplomatic assistance, for these two states experience similar territorial problems,"" he added. 



It's worth mentioning that on May 4, 2008, Real Azerbaijan newspaper posted on its website an article titled ""Will Azerbaijanis help Georgia?"" (http://realazer.at.ua/news/2008-05-04-365), telling about the possibility of Azerbaijan's military assistance to Georgia in case of war against Abkhazia. Meanwhile, a relevant publication by PanARMENIAN.Net aroused hysteria in Baku. 



Real Azerbaijan's website was removed from the server. 



However, PanARMENIAN.Net brings to the readers' attention the screenshot of the website and a reference in Google. 



The article that aroused Azerbaijan's confusion says in part,



""Azerbaijan intends to assist Georgia in resolving its territorial problems.



For the purpose, Baku-Kabul flights suspended in March 2008 will be resumed. Trained Afghan mujahids and large lots of weapons are expected to be airlifted to Azerbaijan and then to Georgia, Real Azerbaijan website reports.



According to preliminary data, some 500 Afghan commandos trained in British camps will arrive in Georgia. In operation against Abkhazia and South Ossetia, they will use weapons received from their British sponsors, thus protecting Azerbaijan from ""coming into the spotlight.""



Reliable sources report that Azeris are being recruited in Russia, Kyrgyzstan, Uzbekistan, Ukraine and several other states with numerous Azeri diaspora.



The recruitment is conducted under supervision of ""Azerbaycan Diasporasi"" chairman Fikret Veliyev, chairman of Murmansk division of the All-Russian Azerbaijani Congress Rafik Badirov, president of federal national and cultural autonomy of Azeris of Russia Sayun Sadykov. Not only ordinary Azeris but also students of Moscow and Kyiv universities are recruited. 



Head of the department of political studies of the Azerbaijani presidential administration Fuad Akhundov and chief of the division of foreign policy planning and strategic studies at the Azeri MFA Tofik Musayev have been commissioned to coordinate the Azeri diaspora's work.



1.5-2 thousand prisoners, who committed grave crimes, will be granted amnesty on occasion of Heydar Aliyev's 85th birthday. It's expected that half of them will be sent to Georgia as well. 



The process of Azeri units' formation was speeded up after Russian heavy artillery, weapons and equipment and additional troops crossed Georgia's state border.""",no,N/A
Military Equipment,N/A,http://www.panarmenian.net/eng/politics/news/8900/,RUSSIAN DEFENSE MINISTER COMING TO YEREVAN,11/6/03,"Russia, Armenia",,"November 10 Russian defense minister Sergey Ivanov will arrive in Armenia on an official call. The minister will meet with the political leadership of Armenia, as well as with his Armenian counterpart Serge Sargsian, ""Arminfo"" agency reported referring to reliable sources. In the course of the visit a program of cooperation between the defense departments of the two countries for the year 2004, as well as supplementary protocols to agreements achieved earlier are expected to be signed. According to the data provided by the defense ministry of Russia, in the course of the meetings issues referring to the activities of the 102-nd Russian military base situated in Armenia and the training of Armenian military in military institutions of higher education of Russia will also be discussed. Questions of modernizing the equipment of the Armenian army and Russian military materiel supplies will also be considered.",no,N/A
Military Equipment,N/A,http://www.panarmenian.net/eng/news/180165/,9 killed as military helicopter shot down in Ukraine,6/24/14,Ukraine,,"Armed men shot down a Ukrainian helicopter carrying technicians who had been installing equipment to monitor violations of a peace plan in Ukraine's rebellious east on Tuesday, June 24, killing all nine people on board, a military spokesman said, according to Reuters.
The technicians had been returning from setting up specialised equipment when their Mi-8 cargo helicopter was struck by a missile near Slaviansk in eastern Ukraine, government forces spokesman Vladyslav Seleznyov said.
""There were 9 people on board. According to preliminary information ... all those on board were killed,"" Seleznyov said on his Facebook page. The nine dead included a three-man crew.
""The (rebel) fighters, having fired the rocket, hid in the nearby village of Bylbasovka,"" he said.
The incident took place just hours after pro-Russian armed men on Monday night announced a ceasefire until June 27 to match a week-long truce by government forces which has been ordered by President Petro Poroshenko.
It was the second time a helicopter has been brought down by rebel fire from Slaviansk. On May 30, a military helicopter was downedkilling 14 servicemen, including one general.",no,N/A
Military Equipment,N/A,http://www.panarmenian.net/eng/news/196617/,IAEA report indicates construction activity at Iranian military site,8/29/15,"Iran, world",,"A new report by the International Atomic Energy Agency -- the UN's nuclear watchdog -- indicates Iran is in broad compliance with its nuclear commitments, but also notes with concern indications of construction activity at the Parchin military site, where Iran is suspected of having carried out covert nuclear-related activities in the past.
The document -- part of the agency's routine review of Iran's program -- states that the IAEA ""has continued to observe, through satellite imagery, the presence of vehicles, equipment and probable construction materials.""
""In addition,"" the report continues, ""a small extension to an existing building appears to have been constructed.""
Critics of the Obama administration's nuclear deal with Iran are likely to seize on this detail of the report.
Speaking to reporters, State Department spokesman John Kirby would not address the content of the leaked document, a copy of which was obtained by CNN and other news outlets, but remarked that the U.S. views Parchin as ""a conventional military site, not a nuclear site.""
""So there wouldn't be any IAEA or other restrictions on new construction at that site were they to occur,"" he said.
A senior U.S. intelligence official acknowledged the presence of heavy construction equipment earlier this month, but told CNN such activity could not conceal the presence of radioactive material.
""The (International Atomic Energy Agency) is familiar with sanitization efforts and the international community has confidence in the IAEA's technical expertise,"" the official said at the time.
But the IAEA report comes amid renewed scrutiny with regard to the Parchin site after it was revealed that Iranian inspectors would be taking an active role in IAEA-monitored inspections there.
""Allowing the Iranians to inspect their own nuclear sites, particularly a notorious military site, is like allowing the inmates to run the jail,"" Republican presidential candidate Lindsey Graham said of the arrangement, according to CNN.
Apart from the observation of construction activity at Parchin, the IAEA's report reflects a number of positive steps Iran has taken to comply with its obligations under the nuclear deal and the interim nuclear deal that preceded it.
Iran has provided the IAEA with access to declared facilities and has complied with enrichment restrictions.
",no,N/A
